N, SortStr, Year, Month, Day, Nick, Added, Text
1636, 06_16_2006, 2006, 06, 16, n/a, 1175318371, На Лукиана не ложись спать рано, а приглядывайся, откуда ветер дует: южный ветер — к урожаю яровых, северо-западный — к сырому лету, восточный — к наносным болезням. Если вихрь медленно поднимается кверху и долго перемещается, вращаясь, — погода будет ясн
1637, 06_17_1970, 0000, 06, 17, n/a, 1175318371, День российской морской авиации
1638, 06_17_1970, 0000, 06, 17, n/a, 1175318371, День памяти Николая II и его семьи в Русской Православной Церкви
1639, 06_17_1970, 0000, 06, 17, n/a, 1175318371, в Петрограде расстреляна мирная демонстрация рабочих и солдат (1917)
1640, 06_17_1970, 0000, 06, 17, n/a, 1175318371, в плехановской газете «Единство» русский журналист Г. Алексинский опубликовал сведения о том, что Ленин и большевики финансируются немецким правительством (1917)
1641, 06_17_1970, 0000, 06, 17, n/a, 1175318371, командующий Балтфлотом адмирал Д. Вердеревский отказался исполнять приказ Временного правительства отправить корабли против кронштадтских моряков (1917)
1642, 06_17_1970, 0000, 06, 17, n/a, 1175318371, состоялась стыковка космических кораблей «Союз» (СССР) и «Аполлон» (США)  (1975)
1643, 06_17_2011, 2011, 06, 17, san, 1308344860, s_e_r_d_j стал отцом (2011)
1644, 06_18_2006, 2006, 06, 18, n/a, 1175318371, Битва при Ватерлоо (1815)
1645, 06_18_2006, 2006, 06, 18, n/a, 1175318371, Запуск ракеты-носителя «Восток-Л» с советской автоматической станцией «Луна-2А» (1959)
1646, 06_18_2006, 2006, 06, 18, n/a, 1175318371, СССР и США подписали договор об ограничении стратегических вооружений ОСВ-2 (1979)
1647, 06_18_2006, 2006, 06, 18, n/a, 1175318371, На утренней зорьке наблюдали за ветрами. Начинаются самые короткие, воробьиные ночи (по 26 июня)
1648, 06_18_2006, 2006, 06, 18, n/a, 1175318371, Родился Пол Маккартни, участник группы «Битлз» (1942)
1649, 06_18_2006, 2006, 06, 18, n/a, 1175318371, antihome вернулся с Владмирских лесов, где отдыхал на даче с шашлыками, далеко-далеко от цивилизации и людей-ебанатов.
1650, 06_18_2006, 2006, 06, 18, n/a, 1175318371, День медицинского работнега
1651, 06_19_0006, 0006, 06, 19, n/a, 1175318371, День официального дебюта первых процессоров архитектуры Intel Core/Woodcrest (2006)
1652, 06_19_0006, 0006, 06, 19, n/a, 1175318371, День революции 1965 г. (Алжир)
1653, 06_19_0006, 0006, 06, 19, n/a, 1175318371, На основе 386BSD была создана FreeBSD (1993)
1654, 06_19_2006, 2006, 06, 19, n/a, 1175318371, Провозглашена независимость Кувейта (1961)
1655, 06_19_2006, 2006, 06, 19, n/a, 1175318371, Завершился вывод советских войск из Венгрии (1991)
1656, 06_19_2006, 2006, 06, 19, n/a, 1175318371, 200-ый день года (201-ый в високосные годы) в григорианском календаре. До конца года остаётся 165 дней.
1657, 06_19_2006, 2006, 06, 19, n/a, 1175318371, В РСФСР вступила в действие первая советская конституция (1918)
1658, 06_19_2006, 2006, 06, 19, n/a, 1175318371, Лаос получает независимость от Франции (1949)
1659, 06_19_2006, 2006, 06, 19, n/a, 1175318371, Выход первого сингла Элвиса Пресли (1954)
1660, 06_19_2006, 2006, 06, 19, n/a, 1175318371, Майкл Коллинз выполнил свой первый и третий в истории Америки выход в открытый космос с борта космического корабля «Джемини X» (1966)
1661, 06_19_2006, 2006, 06, 19, n/a, 1175318371, В Москве открылись XXII Олимпийские игры (1980)
1662, 06_19_2006, 2006, 06, 19, n/a, 1175318371, Преподобной Макрины. Макрида мокра — и осень мокра. Смотри осень по Макриде
1663, 06_19_2008, 2008, 06, 19, antihome, 1213822785, antihome впервые опустил `Тулателеком` на 100 GB в месяц (2008)
1664, 06_20_0008, 0008, 06, 20, AxTyHr, 1213977404, Именины у Лерка
1665, 06_20_2006, 2006, 06, 20, n/a, 1175318371, zloy таки поставил linux antihome. Зачот! Твердая пятерка.
1666, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Великая Французская революция: народное восстание в Париже (1792)
1667, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Западная Вирджиния стала 35 штатом США (1863)
1668, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Создана «горячая линия» между СССР и США (1963)
1669, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Парламент Германии принял решение о переносе столицы из Бонна в Берлин (1990)
1670, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Святой Федот тепло даёт — в рожь золото ведёте.
1671, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Окропи бабе плат; ушат воды — напёрсток грязи.
1672, 06_20_2006, 2006, 06, 20, n/a, 1175318371, Если гром долго гремит — ненастье надолго, а если он переходит с места на место — будет град и холод.
1673, 06_21_0006, 0006, 06, 21, n/a, 1175318371, День рождения Виктора Цоя (1962)
1674, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Нью-Гемпшир ратифицировал Конституцию и стал 9 штатом США (1788)
1675, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Вторая мировая война: Франция капитулировала перед Германией
1676, 06_21_2006, 2006, 06, 21, n/a, 1175318371, На экраны выходит фильм Кто подставил кролика Роджера (1988)
1677, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Первый в мире частный управляемый космический корабль «SpaceShipOne» впервые вышел в космос (2004)
1678, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Колодезник, праздник мастеров рыть колодцы.
1679, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Пора наступления летних гроз
1680, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Гроза на Федора-летнего — плохая уборка сена.
1681, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Record ID is 1024.
1682, 06_21_2006, 2006, 06, 21, n/a, 1175318371, С Федора росы — к урожаю льна и конопли.
1683, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Клади навоз впору, соберёшь хлеба гору.
1684, 06_21_2006, 2006, 06, 21, n/a, 1175318371, Начинается астрономическое лето
1685, 06_22_0006, 0006, 06, 22, n/a, 1175318371, zloy_w понял что AMD в глубокой жоппе
1686, 06_22_1941, 1941, 06, 22, n/a, 1175318371, Начало Великой Отечественной войны
1687, 06_22_1970, 0000, 06, 22, n/a, 1175318371, День памяти и скорби
1688, 06_22_2006, 2006, 06, 22, n/a, 1175318371, День памяти и скорби
1689, 06_22_2006, 2006, 06, 22, n/a, 1175318371, День общенародной памяти и скорби (Белоруссия)
1690, 06_22_2006, 2006, 06, 22, n/a, 1175318371, День зимнего солнцестояния в Антарктиде, середина антарктической зимы
1691, 06_22_2006, 2006, 06, 22, n/a, 1175318371, День армии (Конго)
1692, 06_22_2006, 2006, 06, 22, n/a, 1175318371, День учителя (Сальвадор)
1693, 06_22_2006, 2006, 06, 22, n/a, 1175318371, Началась Великая Отечественная война (1941)
1694, 06_22_2006, 2006, 06, 22, n/a, 1175318371, В ООН приняты ГДР и ФРГ (1973)
1695, 06_22_2006, 2006, 06, 22, n/a, 1175318371, Был обнаружен спутник Плутона, Харон (1978)
1696, 06_22_2006, 2006, 06, 22, n/a, 1175318371, Диего Марадона, аргентинский футболист забил гол «рукой бога» в ворота сборной Англии на Чемпионате мира по футболу в Мексике (1986)
1697, 06_22_2006, 2006, 06, 22, n/a, 1175318371, Выпущена компьютерная игра «Quake» (1996)
1698, 06_22_2006, 2006, 06, 22, n/a, 1175318371, Билл Клинтон выпускает в свет свои мемуары, под названием «Моя жизнь» (2003)
1699, 06_22_2006, 2006, 06, 22, n/a, 1175318371, На Кирилу отдаёт земля солнышку всю свою силу. Светлейший день светлейшего месяца. Убьёшь комара, когда день прибывает, — полное сито комаров родится, убьёшь его, когда день убывать начнёт — полное сито комаров убито. Одни косят, другие погоды просят.
1700, 06_22_2007, 2007, 06, 22, antihome, 1182534618, Busya и Mity 5 лет вместе (2007)
1701, 06_22_2008, 2008, 06, 22, antimobile, 1214085417, Сборная России забила 3 гола,  `ногой бога` в ворота сборной Голландии, отодрала ее по самые Нидерланды и вышла в полуфинал (2008)
1702, 06_23_2006, 2006, 06, 23, n/a, 1175318371, Образован Международный Олимпийский комитет(МОК) в Париже по инициативе Пьера де Кубертена (1894)
1703, 06_23_2006, 2006, 06, 23, n/a, 1175318371, Гамаль Абдул Насер избран президентом Египта (1956)
1704, 06_23_2006, 2006, 06, 23, n/a, 1175318371, Родился Зинедин Зидан, французский футболист (1972)
1705, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Йонинес (Иванов день) — официальный праздник в Литве
1706, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Рождество Иоанна Предтечи в Православной Церкви
1707, 06_24_2006, 2006, 06, 24, n/a, 1175318371, День памяти «мучеников семи братий» в Православной Церкви.
1708, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Джон Кабот открыл Канаду (Ньюфаундленд) (1497)
1709, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Армия Наполеона, перейдя реку Неман, вторглась в Россию. Началась Отечественная война 1812 года.
1710, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Парад Победы на Красной площади (1945)
1711, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Началось коммерческое цветное телевещание (CBS) (1951)
1712, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Умер Анатолий Фирсов, хоккеист, один из лучших нападающих в истории хоккея (2000)
1713, 06_24_2006, 2006, 06, 24, n/a, 1175318371, Праздник Сабантуй (Татарстан)
1714, 06_25_0006, 0006, 06, 25, n/a, 1175318371, Gnome 2.15 Love Day на канале #gnome-ru @ irc.gimp.net с 12 до 24 часов (2006)
1715, 06_25_1970, 0000, 06, 25, n/a, 1175318371, День дружбы, единения славян
1716, 06_25_2006, 2006, 06, 25, n/a, 1175318371, Начало Корейской войны (1950)
1717, 06_25_2006, 2006, 06, 25, n/a, 1175318371, Словения и Хорватия провозгласили независимость от Югославии. (1991)
1718, 06_25_2006, 2006, 06, 25, n/a, 1175318371, В Литве пущена в оборот национальная валюта лит (1993)
1719, 06_25_2006, 2006, 06, 25, n/a, 1175318371, Солнце пошло на зиму, а лето на жару. Если дождь, сенокос будет мокрый
1720, 06_26_0006, 0006, 06, 26, n/a, 1175318371, День рождения Зюганова Генадия Андреевича (1944)
1721, 06_26_2006, 2006, 06, 26, n/a, 1175318371, День Организации Объединённых Наций (ООН)
1722, 06_26_2006, 2006, 06, 26, n/a, 1175318371, День национального флага в Румынии
1723, 06_26_2006, 2006, 06, 26, n/a, 1175318371, Родился Ходорковский, Михаил Борисович, предприниматель (1963). Ныне осужденный.
1724, 06_26_2006, 2006, 06, 26, n/a, 1175318371, Ахулина грачушница, гречишница. Праздник каш. Вздери (задери) хвосты, скот бегает по полю, задравши хвосты, бесится (строчится) от оводов, мух, комаров. Мошкара толчётся кругами — к хорошей погоде.
1725, 06_26_2006, 2006, 06, 26, n/a, 1175318371, Международный день борьбы с наркоманией. В России по официальным данным насчитывается 1,5 млн. наркоманов.
1726, 06_26_2015, 2015, 06, 26, TexHekMacOsX, 1435298581, Поздравляем bassman с днём рождения (1985)
1727, 06_27_1970, 0000, 06, 27, n/a, 1175318371, День молодежи
1728, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Всемирный день рыболовства
1729, 06_27_2006, 2006, 06, 27, n/a, 1175318371, День молодёжи России
1730, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Начало восстания на броненосце «Потёмкин» (1905)
1731, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Присвоение И. В. Сталину звания Генералиссимус Советского Союза (1945)
1732, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Запуск советского пилотируемого космического корабля «Союз-30» (1979)
1733, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Запуск советского пилотируемого космического корабля «Союз Т-9» (1983)
1734, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Родилась Алсу, современная эстрадная поп — певица (1983)
1735, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Дождь обещает ещё семь недель с дождями.  (Да будет дождь!)
1736, 06_27_2006, 2006, 06, 27, n/a, 1175318371, Админ Ольтаира выставил голую попку в инет
1737, 06_27_2008, 2008, 06, 27, antihome, 1214514040, Сборная Испании разгромила Россию в полуфинале Евро-2008 со счетом 3:0 (2008)
1738, 06_27_2008, 2008, 06, 27, Погоднек, 1214562117, Глава Microsoft, создатель Windows Билл Гейтс покинул пост главы корпорации, чтобы заняться благотворительностью (2008)
1739, 06_28_2006, 2006, 06, 28, n/a, 1175318371, День Конституции на Украине
1740, 06_28_2006, 2006, 06, 28, n/a, 1175318371, День изобретателя и рационализатора
1741, 06_28_2006, 2006, 06, 28, n/a, 1175318371, Мусульманская армия Иль-Гази разгромила войско Рожера Салернского, регента Антиохии (1119)
1742, 06_28_2006, 2006, 06, 28, n/a, 1175318371, Подписан Версальский мирный договор, завершивший Первую мировую войну (1919)
1743, 06_28_2006, 2006, 06, 28, n/a, 1175318371, Израиль аннексировал восточный Иерусалим (1967)
1744, 06_28_2006, 2006, 06, 28, n/a, 1175318371, Образовано временное коалиционное правительство Ирака (2004)
1745, 06_28_2006, 2006, 06, 28, n/a, 1175318371, Овёс пошёл в рост. Кто сеет после этого дня, тот прост бывает — хлеб не вызревает
1746, 06_28_2006, 2006, 06, 28, n/a, 1175318371, Легендарному автомобилю `Победе` - 60 лет!
1747, 06_29_0006, 0006, 06, 29, n/a, 1175318371, Geliada выкупает флэт (2006)
1748, 06_29_2006, 2006, 06, 29, n/a, 1175318371, День святого Тихона
1749, 06_29_2006, 2006, 06, 29, n/a, 1175318371, Католическая церковь отмечает День святых Петра и Павла
1750, 06_29_2006, 2006, 06, 29, n/a, 1175318371, Первый полет самолёта компании Боинг (1916)
1751, 06_29_2006, 2006, 06, 29, n/a, 1175318371, Отстранение В. М. Молотова от власти (1957)
1752, 06_29_2006, 2006, 06, 29, n/a, 1175318371, Кофи Аннан переизбран Генеральным секретарём ООН на второй срок (2001)
1753, 06_29_2006, 2006, 06, 29, n/a, 1175318371, На Тихона солнце идёт тише.  У Земли самый тихий день в году. На Тихона певчие птицы затихают (кроме соловья и кукушки). Заканчивается поздний сев ярового хлеба. Лист на дереве полон, так и сеять полно.  На  Тихона возят навоз на пар.
1754, 06_29_2006, 2006, 06, 29, n/a, 1175318371, До конца года остаётся 185 дней
1755, 06_30_2006, 2006, 06, 30, n/a, 1175318371, День независимости Демократической Республики Конго (1960)
1756, 06_30_2006, 2006, 06, 30, n/a, 1175318371, Альберт Эйнштейн в статье «Об электродинамике движущихся тел» изложил основы Специальной теории относительности (1905)
1757, 06_30_2006, 2006, 06, 30, n/a, 1175318371, Получены первые фотографии Луны с близкого расстояния (1964)
1758, 06_30_2006, 2006, 06, 30, n/a, 1175318371, 23:59:60 UTC — впервые введена високосная секунда (1972)
1759, 06_30_2006, 2006, 06, 30, n/a, 1175318371, На Мануила — солнце застаивается. Солнце медлит в зените. Все пошло в свой рост
1760, 06_30_2006, 2006, 06, 30, n/a, 1175318371, Пятница!
1761, 06_30_2008, 2008, 06, 30, antihome, 1214773824, Испанцы покурили голландской травы и выиграли Чемпионат Европы 2008 (2008)
1762, 07_01_1970, 0000, 07, 01, n/a, 1175318371, Всемирный день архитектуры
1763, 07_02_0008, 0008, 07, 02, kisa, 1215026685, AxTyHr & kisa проонанили ... (2008)
1764, 07_02_2006, 2006, 07, 02, n/a, 1175318371, Основание Владивостока (1860)
1765, 07_02_2006, 2006, 07, 02, n/a, 1175318371, Открытие Харона, спутника Плутона (1978)
1766, 07_02_2006, 2006, 07, 02, n/a, 1175318371, Стив Фоссет завершает первое в мире кругосветное путешествие на воздушном шаре (2002)
1767, 07_02_2006, 2006, 07, 02, n/a, 1175318371, Главное событие всемирной акции Live 8 — серия концертов, посвящённых борьбе с нищетой (2005)
1768, 07_02_2006, 2006, 07, 02, n/a, 1175318371, в Самаре введена семизначная телефонная нумерация
1769, 07_02_2006, 2006, 07, 02, n/a, 1175318371, Покровитель пчёл, день отдан пасечникам. Починают соты всклень заливать, мёд запасать: светлый, прозрачный — липовый; коричневый, что струя лесного ручья, чуть горьковатый — с разнотравья.
1770, 07_02_2006, 2006, 07, 02, n/a, 1175318371, zloy вернулся в интернет после 40-часового отсутствия
1771, 07_02_2011, 2011, 07, 02, san, 1309614325, Закончился ремонт на кухне у san (2011)
1772, 07_02_2011, 2011, 07, 02, san, 1309614351, МТС удалил номер san из базы через 2,5 года (2011)
1773, 07_03_0006, 0006, 07, 03, n/a, 1175318371, Не день, а жопа. Совсем ничего нет! (2006)
1774, 07_03_2006, 2006, 07, 03, n/a, 1175318371, День независимости в Беларусии
1775, 07_03_2006, 2006, 07, 03, n/a, 1175318371, 70 лет ГАИ (ГБДДД) (1936)
1776, 07_03_2006, 2006, 07, 03, n/a, 1175318371, Борис Ельцин избран президентом РФ на второй срок (1996)
1777, 07_03_2006, 2006, 07, 03, n/a, 1175318371, Тенетник, паутинный день, погодо-указатель. Если дождь пойдёт, может идти сорок дней с перерывами.
1778, 07_04_2006, 2006, 07, 04, n/a, 1175318371, День независимости в США
1779, 07_04_2006, 2006, 07, 04, n/a, 1175318371, Резня львовских профессоров (1941)
1780, 07_04_2006, 2006, 07, 04, n/a, 1175318371, Кёнигсберг переименован в Калининград (1946)
1781, 07_04_2006, 2006, 07, 04, n/a, 1175318371, Признана независимость Филиппин (1946)
1782, 07_04_2006, 2006, 07, 04, n/a, 1175318371, Греция стала чемпионом Европы по футболу (2004)
1783, 07_04_2006, 2006, 07, 04, n/a, 1175318371, Снаряд экспедиции Deep Impact произвёл столкновение с кометой Темпеля 1 (2005)
1784, 07_04_2006, 2006, 07, 04, n/a, 1175318371, День Святого Андрея, архиепископа Критского. Озими в наливах, а греча в исходе, то есть на выходе; или и Рубахи нет, а овёс до половины дорос.
1785, 07_05_2006, 2006, 07, 05, n/a, 1175318371, День независимости в Алжире (1962)
1786, 07_05_2006, 2006, 07, 05, n/a, 1175318371, в Рио-де-Жанейро началось восстание тенентистов (от порт. tenente — «лейтенант»): демократически настроенных молодых армейских офицеров;
1787, 07_05_2006, 2006, 07, 05, n/a, 1175318371, Купальнику-бикини - 60 лет!
1788, 07_05_2006, 2006, 07, 05, n/a, 1175318371, День Преподобного Афанасия Афонского. Если в этот день вечером играет месяц, то обещает хороший урожай. Если дождь помочит, будешь с хлебом.
1789, 07_05_2007, 2007, 07, 05, antiw0rk, 1183615666, Сочи стал столицей Олимпиады-2014 (2007)
1790, 07_06_2006, 2006, 07, 06, n/a, 1175318371, День мученицы Агрипины, мученика Евстохия. Святителя Германа, архиепископа Казанского.
1791, 07_06_2006, 2006, 07, 06, n/a, 1175318371, День коронации Минадугаса (1253)
1792, 07_06_2006, 2006, 07, 06, n/a, 1175318371, День Государства (Литва).
1793, 07_06_2006, 2006, 07, 06, n/a, 1175318371, День независимости Малави (1964)
1794, 07_06_2006, 2006, 07, 06, n/a, 1175318371, Доллар стал национальной валютой США (1785)
1795, 07_06_2006, 2006, 07, 06, n/a, 1175318371, Первый трансатлантический перелёт дирижабля (1919)
1796, 07_06_2006, 2006, 07, 06, n/a, 1175318371, Выход фильма группы Битлз «A hard day’s night» (1964)
1797, 07_06_2006, 2006, 07, 06, n/a, 1175318371, Аграфена-лютые коренья. Аграфены-купальницы. В этот день проводились общие купанья с песнями, говорили: «закупываются». На Руси исстари парились в этот день утреннею порою в банях
1798, 07_06_2006, 2006, 07, 06, n/a, 1175318371, День Мученика Ермия. Всякий Еремей про себя разумей: когда сеять, когда жать и когда в скирды убирать. Полагают, что в этот день непременно нужно окончить посев.
1799, 07_06_2006, 2006, 07, 06, n/a, 1175318371, День Рождения Буша, Джорджа Уокера (1946)
1800, 07_06_2006, 2006, 07, 06, n/a, 1175318371, Всемирный день поцелуев
1801, 07_07_1970, 0000, 07, 07, n/a, 1175318371, Рождество святого Иоанна Предтечи, крестителя Господня
1802, 07_07_2006, 2006, 07, 07, n/a, 1175318371, Рождество святого Иоанна Предтечи
1803, 07_07_2006, 2006, 07, 07, n/a, 1175318371, Компания Американ Экспресс запатентовала дорожные чеки, послужившие прообразом современных кредитных карт (1891)
1804, 07_07_2006, 2006, 07, 07, n/a, 1175318371, Розуэлльский инцидент, предполагаемое крушение инопланетного космического корабля (1947)
1805, 07_07_2006, 2006, 07, 07, n/a, 1175318371, Праздник Ивана Купалы. Травник. На Купалу открывали большой покос. Дружно — не грузно, а один и у каши загинет. Выходи на косовицу — первый большой покос. Дождливый день — к плохому урожаю.
1806, 07_07_2007, 2007, 07, 07, antihome, 1183792147, 07.07.07 07:07:07 (2007)
1807, 07_07_2008, 2008, 07, 07, antihome, 1215380364, Скончалась Народная артистка СССР Нонна Мордюкова (2008)
1808, 07_08_1970, 0000, 07, 08, n/a, 1175318371, День Петра и Февронии
1809, 07_08_2006, 2006, 07, 08, n/a, 1175318371, Полтавская битва (1709)
1810, 07_08_2006, 2006, 07, 08, n/a, 1175318371, Родилась Джоан Осборн, американская рок-певица (1962)
1811, 07_08_2006, 2006, 07, 08, n/a, 1175318371, Помер Ким Ир Сен (Kim Il Sung) (род. 1912), корейский государственный деятель, генеральный секретарь Трудовой партии Кореи (1994)
1812, 07_08_2006, 2006, 07, 08, n/a, 1175318371, Явление образа Пресвятой Богородицы Казанской и Великомученика Прокопия. Казанская. Прокофья жатвеника (зажинают рожь)
1813, 07_08_2006, 2006, 07, 08, n/a, 1175318371, Пётр и Феврония - наш день св. Валентина. С этого дня ожидается ещё 40 жарких дней
1814, 07_08_2007, 2007, 07, 08, antihome, 1183882977, Mity выставил голую попку в интернет (2007)
1815, 07_09_1970, 0000, 07, 09, n/a, 1175318371, День российской почты
1816, 07_09_2006, 2006, 07, 09, n/a, 1175318371, День Почты. Тульской Почте - 135 лет
1817, 07_09_2006, 2006, 07, 09, n/a, 1175318371, Аргентина объявила независимость от Испании
1818, 07_09_2006, 2006, 07, 09, n/a, 1175318371, Земляничник, земляника в лес зовёт. Пчёлы вылетают из ульев за медовым сбором.
1819, 07_09_2006, 2006, 07, 09, n/a, 1175318371, До конца года остаётся 175 дней
1820, 07_10_1709, 1709, 07, 10, n/a, 1175318371, День воинской славы России. День победы русской армии под командованием Петра Первого над шведами в Полтавском сражении
1821, 07_10_1918, 1918, 07, 10, n/a, 1175318371, День принятия Конституции РСФСР
1822, 07_10_2006, 2006, 07, 10, n/a, 1175318371, Cоздано ТАСС — Телеграфное агентство Cоветского Cоюза (1925)
1823, 07_10_2006, 2006, 07, 10, n/a, 1175318371, Запущен первый коммерческий спутник связи — «Телстар» (1962)
1824, 07_10_2006, 2006, 07, 10, n/a, 1175318371, Самсон-сеногной. Если на день св. Самсона будет дождь, то все лето будет мокрое до бабьего лета
1825, 07_10_2006, 2006, 07, 10, n/a, 1175318371, Замочили Шамиля Басаева (во второй раз, 2006)
1826, 07_11_2006, 2006, 07, 11, n/a, 1175318371, Всемирный день народонаселения (с 1989, ООН)
1827, 07_11_2006, 2006, 07, 11, n/a, 1175318371, День Будды Амитабхи (2006)
1828, 07_11_2006, 2006, 07, 11, n/a, 1175318371, Фламандский округ Бельгии: День Фламандского Сообщества (в память о битве золотых шпор)
1829, 07_11_2006, 2006, 07, 11, n/a, 1175318371, Кокити Микимото впервые получил искусственный жемчуг (1893)
1830, 07_11_2006, 2006, 07, 11, n/a, 1175318371, Упало по листу, придёт август -упадёт по два. Если кукушка перестала куковать — зима рано придёт
1831, 07_11_2006, 2006, 07, 11, n/a, 1175318371, Умер основатель Pink Floyd Сид Барретт
1832, 07_11_2006, 2006, 07, 11, n/a, 1175318371, В Индии введено чрезвычайное положение
1833, 07_11_2008, 2008, 07, 11, antihome, 1215721921, 40 дней uptime у antihome (2008)
1834, 07_12_2006, 2006, 07, 12, n/a, 1175318371, День памяти святых Петра и Павла
1835, 07_12_2006, 2006, 07, 12, n/a, 1175318371, День фьорда (Дания)
1836, 07_12_2006, 2006, 07, 12, n/a, 1175318371, Конгресс США ввёл значение МРОТ- минимальный размер оплаты труда — 33 цента в час (1933)
1837, 07_12_2006, 2006, 07, 12, n/a, 1175318371, Открыт пионерский лагерь `Орлёнок`, крупнейший в РСФСР (1960)
1838, 07_12_2006, 2006, 07, 12, n/a, 1175318371, День независимости Сан-Томе и Принсипи (1975)
1839, 07_12_2006, 2006, 07, 12, n/a, 1175318371, День независимости Кирибати (1979)
1840, 07_12_2006, 2006, 07, 12, n/a, 1175318371, Пётр и Павел час убавил (12 июля продолжительность светового дня уменьшается на 1 час в сравнении с самым длинным в году днём 22 июня).
1841, 07_12_2006, 2006, 07, 12, n/a, 1175318371, С Петрова дня красное лето, зелёный покос.  С Петрова дня зорница зорит хлеб. Коли дождь на Петровку то сенокос будет мокрый да жито — как хвощ. На Петров день дождь — урожай не худой, два дождя — хороший, а три — богатый.
1842, 07_12_2006, 2006, 07, 12, n/a, 1175318371, Соловей поёт до Петрова дня. Придёт Петрок — сорвёт листок. Мученицы Евфимии. Афимьи стожарницы.
1843, 07_13_2006, 2006, 07, 13, n/a, 1175318371, До 16 июля — праздник Бон (день поминовения усопших) в Японии
1844, 07_13_2006, 2006, 07, 13, n/a, 1175318371, Праздник Девятнадцатого Дня - Калимат
1845, 07_13_2006, 2006, 07, 13, n/a, 1175318371, Королева Виктория переехала в Букингемский дворец, который стал основной резиденцией королей Великобритании (1837)
1846, 07_13_2006, 2006, 07, 13, n/a, 1175318371, Макушка лета через прясла глядит. Хоть на куст сено вешай — не высохнет. Лето идет в жопу!
1847, 07_13_2007, 2007, 07, 13, antihome, 1184304918, Пятница 13-е (2007)
1848, 07_14_2006, 2006, 07, 14, n/a, 1175318371, День взятия Бастилии (Франция)
1849, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Парад Любви (Берлин, Германия)
1850, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Начинается Арктическая экспедиция на пароходе «Челюскин», возглавляемая О. Ю. Шмидтом (1933)
1851, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Первое применение установки «Катюша» (1941)
1852, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Верховный Совет СССР принимает закон о государственных пенсиях (1956)
1853, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Начало коммерческих авиарейсов между СССР и США (1968)
1854, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Создание спецгруппы «Альфа» (1974)
1855, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Американский «король мультипликации» Уолт Дисней провёл  церемнию открытия «Диснейленда» (1955)
1856, 07_14_2006, 2006, 07, 14, n/a, 1175318371, В Люксембурге в маленьком городке Шенген семью европейскими государствами (Бельгией, Голландией, Люксембургом, Францией, Германией, Португалией и Испанией) был подписан договор, получивший название Шенгенское соглашение.
1857, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Дата регистрации телеканала НТВ (1993)
1858, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Утверждён Гимн Республики Татарстан (1993)
1859, 07_14_2006, 2006, 07, 14, n/a, 1175318371, Пора прополки огородов. В огородах гряды полют, собирают корнеплоды
1860, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Открылась Нижегородская ярмарка (1822)
1861, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Американский инженер Уильям Боинг основал компанию «Пасифик аэро продактс», сменившую через несколько месяцев название на «Боинг эрплейн» (1916)
1862, 07_15_2006, 2006, 07, 15, n/a, 1175318371, СССР объявляет об образовании государственной авиакомпании «Аэрофлот» (1923)
1863, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Образование Ненецкого АО (1929)
1864, 07_15_2006, 2006, 07, 15, n/a, 1175318371, В СССР вводится карточная система на мясо (1920)
1865, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Восстановление дипломатических отношений с Израилем (1963)
